#locus_id	chrom	start	end	strand	genome_build	l1_family	cancer_type	n_samples_detected	coordinate_confidence
L1SOI-chr3-120650518-120650519-+	chr3	120650518	120650519	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-066611896-066611906--	chr4	66611896	66611906	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-009756430-009756431--	chr5	9756430	9756431	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-066008379-066008380--	chr6	66008379	66008380	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-127818338-127818349-+	chr6	127818338	127818349	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-030254493-030254494-+	chr9	30254493	30254494	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-030285905-030285906-+	chr1	30285905	30285906	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-175555187-175555188--	chr1	175555187	175555188	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-215035717-215035728--	chr1	215035717	215035728	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-238524144-238524145--	chr1	238524144	238524145	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-013873482-013873483-+	chr10	13873482	13873483	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-056807265-056807268--	chr10	56807265	56807268	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-093136737-093136738--	chr10	93136737	93136738	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-100620131-100620132--	chr10	100620131	100620132	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-100919043-100919044-+	chr10	100919043	100919044	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr12-034301672-034301684--	chr12	34301672	34301684	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr14-046560345-046560346-+	chr14	46560345	46560346	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr15-082124710-082124711-+	chr15	82124710	82124711	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr16-067501426-067501427-+	chr16	67501426	67501427	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-073461542-073461545--	chr18	73461542	73461545	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-086033713-086033714--	chr3	86033713	86033714	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-032568759-032568760-+	chr4	32568759	32568760	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-018429701-018429703-+	chr5	18429701	18429703	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-104889854-104889855-+	chr6	104889854	104889855	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-050006352-050006353-+	chr7	50006352	50006353	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-126346329-126346330-+	chr7	126346329	126346330	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-145526799-145526800-+	chr7	145526799	145526800	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-057586425-057586426-unknown	chr8	57586425	57586426	unknown	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-058355994-058355995--	chr8	58355994	58355995	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-017002908-017002913--	chr9	17002908	17002913	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-028220117-028220118--	chr9	28220117	28220118	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-105321204-105321205-+	chrX	105321204	105321205	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-105405554-105405556--	chrX	105405554	105405556	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-147307116-147307117-+	chrX	147307116	147307117	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-076443092-076443093--	chr3	76443092	76443093	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr14-068377200-068377201-+	chr14	68377200	68377201	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr11-026390424-026390425-+	chr11	26390424	26390425	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr13-102245145-102245146--	chr13	102245145	102245146	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-182242817-182242818--	chr4	182242817	182242818	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-240753576-240753577-+	chr1	240753576	240753577	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-031588101-031588106-+	chr10	31588101	31588106	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr13-108386964-108386965--	chr13	108386964	108386965	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-009241133-009241134-+	chr5	9241133	9241134	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-168967682-168967683--	chr5	168967682	168967683	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-057448034-057448035--	chr8	57448034	57448035	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-086325339-086325340-+	chr8	86325339	86325340	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-017794369-017794370-+	chr9	17794369	17794370	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-191312286-191312287-+	chr3	191312286	191312287	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-219258668-219258669-+	chr1	219258668	219258669	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-051006115-051006116-+	chr18	51006115	51006116	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-178291351-178291352-+	chr1	178291351	178291352	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr14-044666327-044666328--	chr14	44666327	44666328	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-096794665-096794666--	chr4	96794665	96794666	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-168515268-168515269--	chr4	168515268	168515269	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-039639569-039639570--	chr5	39639569	39639570	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-114928491-114928492--	chr6	114928491	114928492	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-035396446-035396447--	chr7	35396446	35396447	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr17-030010526-030010527--	chr17	30010526	30010527	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-051888305-051888306--	chr8	51888305	51888306	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-043212953-043212954-+	chr7	43212953	43212954	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-103651203-103651204--	chr6	103651203	103651204	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-035176108-035176109-+	chr18	35176108	35176109	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-069312022-069312023--	chr18	69312022	69312023	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-021855999-021856005--	chr2	21855999	21856005	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-082051741-082051742-+	chr2	82051741	82051742	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-081580477-081580478--	chr4	81580477	81580478	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-004583523-004583524-+	chrX	4583523	4583524	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-061231474-061231475-+	chr1	61231474	61231475	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-125522619-125522620-+	chr2	125522619	125522620	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr15-029704776-029704777--	chr15	29704776	29704777	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-079355224-079355225--	chr7	79355224	79355225	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-168452202-168452203-+	chr2	168452202	168452203	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-065027277-065027278-+	chr10	65027277	65027278	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-012336400-012336401--	chr2	12336400	12336401	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr22-030523160-030523161--	chr22	30523160	30523161	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-157594840-157594841-+	chr4	157594840	157594841	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-055833222-055833223--	chr5	55833222	55833223	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-101790976-101790977-+	chr5	101790976	101790977	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr11-114702682-114702683--	chr11	114702682	114702683	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr16-077722048-077722049--	chr16	77722048	77722049	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr17-020523503-020523504-+	chr17	20523503	20523504	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-027849359-027849361--	chr18	27849359	27849361	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-051917510-051917512-+	chr2	51917510	51917512	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-115235326-115235327-+	chr5	115235326	115235327	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-097242248-097242249--	chr6	97242248	97242249	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-136127193-136127194-+	chr6	136127193	136127194	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-071177849-071177850--	chr9	71177849	71177850	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-034908347-034908348--	chr2	34908347	34908348	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-112919648-112919649-+	chr8	112919648	112919649	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr12-130485018-130485028--	chr12	130485018	130485028	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr13-094854930-094854931-+	chr13	94854930	94854931	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-090117309-090117310--	chr2	90117309	90117310	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-137229089-137229090--	chr4	137229089	137229090	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-167419648-167419649-+	chr4	167419648	167419649	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-136650246-136650247-+	chr5	136650246	136650247	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-144024934-144024938--	chr5	144024934	144024938	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-090131562-090131563-+	chr8	90131562	90131563	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-028391696-028391698--	chrX	28391696	28391698	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-025828184-025828185--	chr10	25828184	25828185	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr14-043469882-043469957--	chr14	43469882	43469957	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-105884559-105884598-+	chr7	105884559	105884598	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-089134195-089134196--	chr7	89134195	89134196	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr12-059542022-059542066--	chr12	59542022	59542066	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-007407510-007407511--	chr1	7407510	7407511	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-037017313-037017314--	chr1	37017313	37017314	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-224518875-224518876-+	chr1	224518875	224518876	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-122268392-122268393--	chr10	122268392	122268393	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr13-102968829-102968837--	chr13	102968829	102968837	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr14-043551287-043551296--	chr14	43551287	43551296	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr14-046972660-046972661-+	chr14	46972660	46972661	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr17-030598393-030598394--	chr17	30598393	30598394	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-040010870-040010871--	chr18	40010870	40010871	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-063858491-063858492-+	chr18	63858491	63858492	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-002309375-002309376-+	chr2	2309375	2309376	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-034981974-034981975-+	chr3	34981974	34981975	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-089205589-089205590--	chr3	89205589	89205590	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-118309744-118309745-+	chr4	118309744	118309745	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-126515809-126515812--	chr4	126515809	126515812	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-086961838-086961839--	chr5	86961838	86961839	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-103981491-103981492--	chr5	103981491	103981492	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-032757499-032757500--	chr6	32757499	32757500	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-114661909-114661910--	chr6	114661909	114661910	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-032250223-032250224--	chr7	32250223	32250224	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-123850118-123850119-+	chr7	123850118	123850119	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-029067811-029067812-+	chr9	29067811	29067812	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-024810687-024810688-+	chrX	24810687	24810688	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-029432167-029432168--	chrX	29432167	29432168	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-134022068-134022069--	chrX	134022068	134022069	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-134257023-134257024-+	chrX	134257023	134257024	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-039150210-039150211-+	chr1	39150210	39150211	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-195071924-195071925-+	chr1	195071924	195071925	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr15-095945196-095945197--	chr15	95945196	95945197	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr17-069859971-069859972--	chr17	69859971	69859972	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-155854062-155854063--	chr2	155854062	155854063	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr21-028448272-028448273-+	chr21	28448272	28448273	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-155379168-155379169-+	chr5	155379168	155379169	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-073781647-073781648-+	chr8	73781647	73781648	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-106560060-106560069--	chr8	106560060	106560069	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-107440264-107440265--	chr9	107440264	107440265	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-038213956-038213957-+	chrX	38213956	38213957	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-076484992-076484993--	chrX	76484992	76484993	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-077109707-077109708-unknown	chr1	77109707	77109708	unknown	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-066394564-066394565-+	chr10	66394564	66394565	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr13-107102140-107102148-+	chr13	107102140	107102148	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr15-068832879-068832880-+	chr15	68832879	68832880	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr16-059474563-059474564-+	chr16	59474563	59474564	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr17-039495116-039495117-+	chr17	39495116	39495117	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr17-054359841-054359842-+	chr17	54359841	54359842	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr19-023184015-023184016-+	chr19	23184015	23184016	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr21-018143687-018143688-+	chr21	18143687	18143688	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-168682865-168682866--	chr3	168682865	168682866	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-021541160-021541161-+	chr4	21541160	21541161	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-031736106-031736107--	chr5	31736106	31736107	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-163340276-163340277--	chr5	163340276	163340277	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-078679671-078679672--	chr6	78679671	78679672	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-101223734-101223735-+	chr6	101223734	101223735	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-085729782-085729783--	chr7	85729782	85729783	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-137213273-137213274--	chr7	137213273	137213274	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-146482816-146482817--	chr7	146482816	146482817	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-049806270-049806271--	chr8	49806270	49806271	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-137977042-137977043-unknown	chr8	137977042	137977043	unknown	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-140404329-140404330--	chr8	140404329	140404330	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-010510529-010510533-+	chrX	10510529	10510533	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-028244353-028244356--	chrX	28244353	28244356	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr12-088080830-088080854--	chr12	88080830	88080854	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-107964746-107964747-+	chr2	107964746	107964747	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-073635581-073635582-+	chr4	73635581	73635582	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-166167718-166167719-+	chr5	166167718	166167719	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-104587128-104587129--	chr8	104587128	104587129	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-192604773-192604774--	chr1	192604773	192604774	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr1-192937054-192937055-+	chr1	192937054	192937055	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-009936159-009936160-+	chr10	9936159	9936160	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr10-083322379-083322380-+	chr10	83322379	83322380	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr11-055497181-055497182-+	chr11	55497181	55497182	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr11-097783874-097783875--	chr11	97783874	97783875	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr12-026149320-026149321--	chr12	26149320	26149321	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr12-044540280-044540281--	chr12	44540280	44540281	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr12-077990046-077990047--	chr12	77990046	77990047	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr12-126800343-126800344--	chr12	126800343	126800344	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr14-079580935-079580936-+	chr14	79580935	79580936	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-004037537-004037538-+	chr18	4037537	4037538	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-004153054-004153055--	chr18	4153054	4153055	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-004222711-004222712-+	chr18	4222711	4222712	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr18-069465477-069465478--	chr18	69465477	69465478	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-079501709-079501710-+	chr2	79501709	79501710	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-182431282-182431283-+	chr2	182431282	182431283	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr2-229313889-229313890--	chr2	229313889	229313890	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr20-060009974-060009975--	chr20	60009974	60009975	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr21-028544910-028544917-+	chr21	28544910	28544917	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-035999162-035999163-+	chr3	35999162	35999163	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-109447695-109447696-+	chr3	109447695	109447696	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-112648924-112648936--	chr3	112648924	112648936	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr3-152235410-152235411-+	chr3	152235410	152235411	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-107291775-107291776-+	chr4	107291775	107291776	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-173287241-173287242--	chr4	173287241	173287242	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr4-190140121-190140122--	chr4	190140121	190140122	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-023569957-023569958-+	chr5	23569957	23569958	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-030633818-030633835--	chr5	30633818	30633835	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-051091112-051091113-+	chr5	51091112	51091113	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-082971513-082971514-+	chr5	82971513	82971514	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr5-110568494-110568495-+	chr5	110568494	110568495	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-055077193-055077194--	chr6	55077193	55077194	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr6-106831185-106831186-+	chr6	106831185	106831186	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-019573779-019573780-+	chr7	19573779	19573780	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-048783442-048783443-+	chr7	48783442	48783443	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr7-134641490-134641491--	chr7	134641490	134641491	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-004669594-004669595-+	chr8	4669594	4669595	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-057684885-057684886-+	chr8	57684885	57684886	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-085083529-085083530--	chr8	85083529	85083530	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-085661078-085661084-+	chr8	85661078	85661084	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-088101114-088101115-+	chr8	88101114	88101115	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-106708859-106708860--	chr8	106708859	106708860	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-109129943-109129944-+	chr8	109129943	109129944	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-112708299-112708300-+	chr8	112708299	112708300	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-115220478-115220479-+	chr8	115220478	115220479	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr8-139180640-139180642-+	chr8	139180640	139180642	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-025149984-025149985-+	chr9	25149984	25149985	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-076065785-076065787--	chr9	76065785	76065787	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-078784661-078784662-+	chr9	78784661	78784662	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-118419319-118419320-+	chr9	118419319	118419320	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-122634566-122634567--	chr9	122634566	122634567	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-004715562-004715568-+	chrX	4715562	4715568	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-099599042-099599045-+	chrX	99599042	99599045	+	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chrX-137869279-137869280--	chrX	137869279	137869280	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr9-137374630-137374631--	chr9	137374630	137374631	-	hg19	L1HS	Breast-AdenoCA	1	high
L1SOI-chr14-041788955-041788956--	chr14	41788955	41788956	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr8-053792496-053792497--	chr8	53792496	53792497	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr1-195782936-195782937--	chr1	195782936	195782937	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr10-053429515-053429516--	chr10	53429515	53429516	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr12-061610736-061610758-+	chr12	61610736	61610758	+	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr12-085634227-085634230-+	chr12	85634227	85634230	+	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr13-068983848-068983849--	chr13	68983848	68983849	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr14-021044812-021044825-+	chr14	21044812	21044825	+	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr2-076210340-076210343--	chr2	76210340	76210343	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr2-080144736-080144737--	chr2	80144736	80144737	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr3-102291303-102291305--	chr3	102291303	102291305	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr5-037895304-037895305-+	chr5	37895304	37895305	+	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr5-089069268-089069269-+	chr5	89069268	89069269	+	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr7-026529432-026529433-+	chr7	26529432	26529433	+	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr7-085927900-085927901--	chr7	85927900	85927901	-	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr9-084955513-084955514-+	chr9	84955513	84955514	+	hg19	L1HS	Biliary-AdenoCA	1	high
L1SOI-chr9-089199562-089199563--	chr9	89199562	89199563	-	hg19	L1HS	Biliary-AdenoCA	1	high
